Invoice ID,Branch,city,Customer type,Gender,PRODUCT LINE,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs
305-14-0245,B,mandalay,Member,Female,HOME AND LIFESTYLE,$94.49 ,8,$37.80 ,,4352700.00%,7:00:00 PM,Ewallet,
732-04-5373,B,mandalay,Member,Male,HOME AND LIFESTYLE,$46.47 ,4,$9.29 ,,4350400.00%,10:53:00 AM,Cash,
400-60-7251,A,yangon,Normal,Male,HOME AND LIFESTYLE,$74.07 ,1,$3.70 ,,4350600.00%,12:50:00 PM,Ewallet,
593-65-1552,C,naypyitaw,Normal,Female,HOME AND LIFESTYLE,$69.81 ,4,$13.96 ,,4349300.00%,8:50:00 PM,Credit card,
284-34-9626,B,mandalay,Normal,Female,HOME AND LIFESTYLE,$77.04 ,3,$11.56 ,,4350700.00%,10:39:00 AM,Credit card,
437-58-8131,B,mandalay,Normal,Female,FASHION ACCESSORIES,$73.52 ,2,$7.35 ,,4348000.00%,1:41:00 PM,Ewallet,
286-43-6208,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$87.80 ,9,$39.51 ,,4354000.00%,7:08:00 PM,Cash,
641-43-2399,B,mandalay,Normal,Male,HOME AND LIFESTYLE,$25.55 ,4,$5.11 ,,4349100.00%,8:23:00 PM,Ewallet,
831-07-6050,A,yangon,Normal,Male,ELECTRONIC ACCESSORIES,$32.71 ,5,$8.18 ,,4354300.00%,11:30:00 AM,Credit card,
556-86-3144,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$74.29 ,1,$3.71 ,,4347800.00%,7:30:00 PM,Cash,
848-24-9445,C,naypyitaw,Member,Male,HEALTH AND BEAUTY,$43.70 ,2,$4.37 ,,4355000.00%,6:03:00 PM,Cash,
856-22-8149,A,yangon,Normal,Female,HOME AND LIFESTYLE,$25.29 ,1,$1.26 ,,4354700.00%,10:13:00 AM,Ewallet,
699-01-4164,C,naypyitaw,Normal,Male,HEALTH AND BEAUTY,$41.50 ,4,$8.30 ,,4353600.00%,7:58:00 PM,Credit card,
420-11-4919,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$71.39 ,5,$17.85 ,,4351300.00%,7:57:00 PM,Credit card,
606-80-4905,C,naypyitaw,Member,Female,SPORTS AND TRAVEL,$19.15 ,6,$5.75 ,,4349400.00%,10:01:00 AM,Credit card,
542-41-0513,B,mandalay,Member,Female,ELECTRONIC ACCESSORIES,$57.49 ,4,$11.50 ,,4353900.00%,11:57:00 AM,Cash,
426-39-2418,C,naypyitaw,Normal,Male,ELECTRONIC ACCESSORIES,$61.41 ,7,$21.49 ,,4347900.00%,10:02:00 AM,Cash,
875-46-5808,B,mandalay,Member,Male,HEALTH AND BEAUTY,$25.90 ,10,$12.95 ,,4350200.00%,2:51:00 PM,Ewallet,
394-43-4238,B,mandalay,Member,Male,HOME AND LIFESTYLE,$17.77 ,5,$4.44 ,,4351100.00%,12:42:00 PM,Credit card,
749-24-1565,A,yangon,Normal,Female,HEALTH AND BEAUTY,$23.03 ,9,$10.36 ,,4346800.00%,12:02:00 PM,Ewallet,
672-51-8681,C,naypyitaw,Member,Female,ELECTRONIC ACCESSORIES,$66.65 ,9,$29.99 ,,4346900.00%,6:19:00 PM,Credit card,
263-87-5680,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$28.53 ,10,$14.27 ,,4354200.00%,5:38:00 PM,Ewallet,
573-58-9734,B,mandalay,Normal,Female,FASHION ACCESSORIES,$30.37 ,3,$4.56 ,,4355200.00%,1:41:00 PM,Ewallet,
817-69-8206,B,mandalay,Normal,Female,ELECTRONIC ACCESSORIES,$99.73 ,9,$44.88 ,,4352600.00%,7:42:00 PM,Credit card,
888-02-0338,A,yangon,Normal,Male,ELECTRONIC ACCESSORIES,$26.23 ,9,$11.80 ,,4349000.00%,8:24:00 PM,Ewallet,
677-11-0152,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$93.26 ,9,$41.97 ,,4348100.00%,6:08:00 PM,Cash,
142-63-6033,B,mandalay,Normal,Male,HOME AND LIFESTYLE,$92.36 ,5,$23.09 ,,4354400.00%,7:17:00 PM,Ewallet,
656-16-1063,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$46.42 ,3,$6.96 ,,4346900.00%,1:24:00 PM,Credit card,
891-58-8335,B,mandalay,Member,Female,SPORTS AND TRAVEL,$29.61 ,7,$10.36 ,,4353500.00%,3:53:00 PM,Cash,
802-43-8934,A,yangon,Normal,Male,HOME AND LIFESTYLE,$18.28 ,1,$0.91 ,,4354600.00%,3:05:00 PM,Credit card,
560-30-5617,B,mandalay,Normal,Female,SPORTS AND TRAVEL,$24.77 ,5,$6.19 ,,4354800.00%,6:27:00 PM,Cash,
319-74-2561,A,yangon,Member,Female,ELECTRONIC ACCESSORIES,$94.64 ,3,$14.20 ,,4351700.00%,4:55:00 PM,Cash,
549-03-9315,B,mandalay,Normal,Male,FASHION ACCESSORIES,$94.87 ,8,$37.95 ,,4350800.00%,12:58:00 PM,Ewallet,
790-29-1172,B,mandalay,Normal,Female,FOOD AND BEVERAGES,$57.34 ,3,$8.60 ,,4353400.00%,6:59:00 PM,Credit card,
239-36-3640,B,mandalay,Normal,Male,ELECTRONIC ACCESSORIES,$45.35 ,6,$13.61 ,,4349600.00%,1:44:00 PM,Ewallet,
468-01-2051,B,mandalay,Normal,Male,FOOD AND BEVERAGES,$62.08 ,7,$21.73 ,,4353000.00%,1:46:00 PM,Ewallet,
389-25-3394,C,naypyitaw,Normal,Male,ELECTRONIC ACCESSORIES,$11.81 ,5,$2.95 ,,4351300.00%,6:06:00 PM,Cash,
279-62-1445,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$12.54 ,1,$0.63 ,,4351700.00%,12:38:00 PM,Cash,
213-72-6612,A,yangon,Normal,Male,FOOD AND BEVERAGES,$43.25 ,2,$4.33 ,,4354400.00%,3:56:00 PM,Cash,
746-68-6593,C,naypyitaw,Member,Female,SPORTS AND TRAVEL,$87.16 ,2,$8.72 ,,4347600.00%,2:29:00 PM,Credit card,
836-82-5858,B,mandalay,Member,Male,HEALTH AND BEAUTY,$69.37 ,9,$31.22 ,,4349100.00%,7:14:00 PM,Ewallet,
583-72-1480,C,naypyitaw,Member,Male,ELECTRONIC ACCESSORIES,$37.06 ,4,$7.41 ,,4349600.00%,4:24:00 PM,Ewallet,
466-61-5506,B,mandalay,Member,Female,ELECTRONIC ACCESSORIES,$90.70 ,6,$27.21 ,,4352200.00%,10:52:00 AM,Cash,
721-86-6247,A,yangon,Normal,Female,HOME AND LIFESTYLE,$63.42 ,8,$25.37 ,,4353500.00%,12:55:00 PM,Ewallet,
289-65-5721,B,mandalay,Normal,Female,FASHION ACCESSORIES,$81.37 ,2,$8.14 ,,4349100.00%,7:28:00 PM,Cash,
545-46-3100,B,mandalay,Member,Female,ELECTRONIC ACCESSORIES,$10.59 ,3,$1.59 ,,4353600.00%,1:52:00 PM,Credit card,
418-02-5978,B,mandalay,Normal,Female,HEALTH AND BEAUTY,$84.09 ,9,$37.84 ,,4350700.00%,10:54:00 AM,Cash,
269-04-5750,B,mandalay,Member,Male,FASHION ACCESSORIES,$73.82 ,4,$14.76 ,,4351700.00%,6:31:00 PM,Cash,
157-13-5295,A,yangon,Member,Male,HEALTH AND BEAUTY,$51.94 ,10,$25.97 ,,4353300.00%,6:24:00 PM,Ewallet,
645-78-8093,A,yangon,Normal,Female,SPORTS AND TRAVEL,$93.14 ,2,$9.31 ,,4348500.00%,6:09:00 PM,Ewallet,
211-30-9270,C,naypyitaw,Normal,Male,HEALTH AND BEAUTY,$17.41 ,5,$4.35 ,,4349300.00%,3:16:00 PM,Credit card,
755-12-3214,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$44.22 ,5,$11.06 ,,4352900.00%,5:07:00 PM,Credit card,
346-84-3103,B,mandalay,Member,Female,ELECTRONIC ACCESSORIES,$13.22 ,5,$3.31 ,,4352600.00%,7:26:00 PM,Cash,
478-06-7835,A,yangon,Normal,Male,FASHION ACCESSORIES,$89.69 ,1,$4.48 ,,4347600.00%,11:20:00 AM,Ewallet,
540-11-4336,A,yangon,Normal,Male,FOOD AND BEVERAGES,$24.94 ,9,$11.22 ,,4347600.00%,4:49:00 PM,Credit card,
448-81-5016,A,yangon,Normal,Male,HEALTH AND BEAUTY,$59.77 ,2,$5.98 ,,4353500.00%,12:01:00 PM,Credit card,
142-72-4741,C,naypyitaw,Member,Male,FASHION ACCESSORIES,$93.20 ,2,$9.32 ,,4352400.00%,6:37:00 PM,Credit card,
217-58-1179,A,yangon,Member,Male,HOME AND LIFESTYLE,$62.65 ,4,$12.53 ,,4347000.00%,11:25:00 AM,Cash,
376-02-8238,B,mandalay,Normal,Male,HOME AND LIFESTYLE,$93.87 ,8,$37.55 ,,4349800.00%,6:42:00 PM,Credit card,
530-90-9855,A,yangon,Member,Male,HOME AND LIFESTYLE,$47.59 ,8,$19.04 ,,4346600.00%,2:47:00 PM,Cash,
866-05-7563,B,mandalay,Member,Female,ELECTRONIC ACCESSORIES,$81.40 ,3,$12.21 ,,4350500.00%,7:43:00 PM,Cash,
604-70-6476,A,yangon,Member,Male,FASHION ACCESSORIES,$17.94 ,5,$4.49 ,,4348800.00%,2:04:00 PM,Ewallet,
799-71-1548,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$77.72 ,4,$15.54 ,,4347200.00%,4:11:00 PM,Credit card,
785-13-7708,B,mandalay,Normal,Male,FOOD AND BEVERAGES,$73.06 ,7,$25.57 ,,4347900.00%,7:06:00 PM,Credit card,
845-51-0542,B,mandalay,Member,Male,FOOD AND BEVERAGES,$46.55 ,9,$20.95 ,,4349800.00%,3:34:00 PM,Ewallet,
662-47-5456,C,naypyitaw,Member,Male,FASHION ACCESSORIES,$35.19 ,10,$17.60 ,,4354100.00%,7:06:00 PM,Credit card,
883-17-4236,C,naypyitaw,Normal,Female,SPORTS AND TRAVEL,$14.39 ,2,$1.44 ,,4352600.00%,7:44:00 PM,Credit card,
290-68-2984,A,yangon,Normal,Male,HOME AND LIFESTYLE,$23.75 ,4,$4.75 ,,4354000.00%,11:22:00 AM,Cash,
704-11-6354,A,yangon,Member,Male,HOME AND LIFESTYLE,$58.90 ,8,$23.56 ,,4347100.00%,11:23:00 AM,Cash,
110-48-7033,B,mandalay,Member,Male,FASHION ACCESSORIES,$32.62 ,4,$6.52 ,,4349400.00%,2:12:00 PM,Cash,
366-93-0948,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$66.35 ,1,$3.32 ,,4349600.00%,10:46:00 AM,Credit card,
729-09-9681,A,yangon,Member,Male,HOME AND LIFESTYLE,$25.91 ,6,$7.77 ,,4350100.00%,10:16:00 AM,Ewallet,
151-16-1484,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$32.25 ,4,$6.45 ,,4350900.00%,12:38:00 PM,Ewallet,
380-94-4661,C,naypyitaw,Member,Male,ELECTRONIC ACCESSORIES,$65.94 ,4,$13.19 ,,4350300.00%,1:05:00 PM,Credit card,
850-41-9669,A,yangon,Normal,Female,ELECTRONIC ACCESSORIES,$75.06 ,9,$33.78 ,,4354300.00%,1:25:00 PM,Ewallet,
821-07-3596,C,naypyitaw,Normal,Female,FASHION ACCESSORIES,$16.45 ,4,$3.29 ,,4353100.00%,2:53:00 PM,Ewallet,
655-85-5130,B,mandalay,Member,Female,FASHION ACCESSORIES,$38.30 ,4,$7.66 ,,4353700.00%,7:22:00 PM,Cash,
447-15-7839,A,yangon,Member,Female,SPORTS AND TRAVEL,$22.24 ,10,$11.12 ,,4350500.00%,11:00:00 AM,Cash,
154-74-7179,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$54.45 ,1,$2.72 ,,4352200.00%,7:24:00 PM,Ewallet,
253-12-6086,A,yangon,Member,Female,SPORTS AND TRAVEL,$98.40 ,7,$34.44 ,,4353600.00%,12:43:00 PM,Credit card,
808-65-0703,C,naypyitaw,Normal,Male,HOME AND LIFESTYLE,$35.47 ,4,$7.09 ,,4353800.00%,5:22:00 PM,Credit card,
571-94-0759,B,mandalay,Member,Female,FOOD AND BEVERAGES,$74.60 ,10,$37.30 ,,4347300.00%,8:55:00 PM,Cash,
144-51-6085,A,yangon,Member,Male,HOME AND LIFESTYLE,$70.74 ,4,$14.15 ,,4347000.00%,4:05:00 PM,Credit card,
731-14-2199,A,yangon,Member,Female,HOME AND LIFESTYLE,$35.54 ,10,$17.77 ,,4346900.00%,1:34:00 PM,Ewallet,
783-09-1637,B,mandalay,Normal,Female,SPORTS AND TRAVEL,$67.43 ,5,$16.86 ,,4353000.00%,6:13:00 PM,Ewallet,
687-15-1097,C,naypyitaw,Member,Female,HEALTH AND BEAUTY,$21.12 ,2,$2.11 ,,4346800.00%,7:17:00 PM,Cash,
126-54-1082,A,yangon,Member,Female,HOME AND LIFESTYLE,$21.54 ,9,$9.69 ,,4347200.00%,11:44:00 AM,Credit card,
633-91-1052,A,yangon,Normal,Female,HOME AND LIFESTYLE,$12.03 ,2,$1.20 ,,4349200.00%,3:51:00 PM,Cash,
477-24-6490,B,mandalay,Normal,Female,HEALTH AND BEAUTY,$99.71 ,6,$29.91 ,,4352200.00%,4:52:00 PM,Ewallet,
566-19-5475,B,mandalay,Normal,Male,FASHION ACCESSORIES,$47.97 ,7,$16.79 ,,4347200.00%,8:52:00 PM,Cash,
526-86-8552,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$21.82 ,10,$10.91 ,,4347200.00%,5:36:00 PM,Cash,
376-56-3573,C,naypyitaw,Normal,Female,FASHION ACCESSORIES,$95.42 ,4,$19.08 ,,4349800.00%,1:23:00 PM,Ewallet,
537-72-0426,C,naypyitaw,Member,Male,FASHION ACCESSORIES,$70.99 ,10,$35.50 ,,4354400.00%,4:28:00 PM,Cash,
828-61-5674,A,yangon,Member,Male,SPORTS AND TRAVEL,$44.02 ,10,$22.01 ,,4354400.00%,7:57:00 PM,Credit card,
136-08-6195,A,yangon,Normal,Female,HOME AND LIFESTYLE,$69.96 ,8,$27.98 ,,4351100.00%,5:01:00 PM,Credit card,
523-38-0215,C,naypyitaw,Normal,Male,HOME AND LIFESTYLE,$37.00 ,1,$1.85 ,,4353000.00%,1:29:00 PM,Credit card,
490-29-1201,A,yangon,Normal,Female,SPORTS AND TRAVEL,$15.34 ,1,$0.77 ,,4347100.00%,11:09:00 AM,Cash,
667-92-0055,A,yangon,Member,Male,HEALTH AND BEAUTY,$99.83 ,6,$29.95 ,,4352800.00%,3:02:00 PM,Ewallet,
565-17-3836,A,yangon,Member,Female,HEALTH AND BEAUTY,$47.67 ,4,$9.53 ,,4353600.00%,2:21:00 PM,Cash,
498-41-1961,B,mandalay,Normal,Male,HEALTH AND BEAUTY,$66.68 ,5,$16.67 ,,4351600.00%,6:01:00 PM,Cash,
593-95-4461,C,naypyitaw,Member,Male,HOME AND LIFESTYLE,$74.86 ,1,$3.74 ,,4354800.00%,2:49:00 PM,Cash,
226-71-3580,C,naypyitaw,Normal,Female,SPORTS AND TRAVEL,$23.75 ,9,$10.69 ,,4349600.00%,12:02:00 PM,Cash,
283-79-9594,B,mandalay,Normal,Female,FOOD AND BEVERAGES,$48.51 ,7,$16.98 ,,4349000.00%,1:30:00 PM,Credit card,
430-60-3493,A,yangon,Member,Female,HOME AND LIFESTYLE,$94.88 ,7,$33.21 ,,4349900.00%,2:38:00 PM,Cash,
139-20-0155,B,mandalay,Member,Male,ELECTRONIC ACCESSORIES,$40.30 ,10,$20.15 ,,4348900.00%,5:37:00 PM,Credit card,
558-80-4082,C,naypyitaw,Normal,Male,ELECTRONIC ACCESSORIES,$27.85 ,7,$9.75 ,,4353800.00%,5:20:00 PM,Ewallet,
278-97-7759,A,yangon,Member,Female,ELECTRONIC ACCESSORIES,$62.48 ,1,$3.12 ,,4351400.00%,8:29:00 PM,Cash,
316-68-6352,A,yangon,Member,Female,FOOD AND BEVERAGES,$36.36 ,2,$3.64 ,,4348600.00%,10:00:00 AM,Cash,
585-03-5943,B,mandalay,Normal,Male,HEALTH AND BEAUTY,$18.11 ,10,$9.06 ,,4353700.00%,11:46:00 AM,Ewallet,
211-05-0490,C,naypyitaw,Member,Female,ELECTRONIC ACCESSORIES,$51.92 ,5,$12.98 ,,4352700.00%,1:42:00 PM,Cash,
727-75-6477,C,naypyitaw,Normal,Male,ELECTRONIC ACCESSORIES,$28.84 ,4,$5.77 ,,4355300.00%,2:44:00 PM,Cash,
744-02-5987,A,yangon,Member,Male,HOME AND LIFESTYLE,$78.38 ,6,$23.51 ,,4347500.00%,2:16:00 PM,Ewallet,
307-83-9164,A,yangon,Member,Male,HOME AND LIFESTYLE,$60.01 ,4,$12.00 ,,4349000.00%,3:54:00 PM,Cash,
779-06-0012,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$88.61 ,1,$4.43 ,,4348400.00%,10:21:00 AM,Cash,
446-47-6729,C,naypyitaw,Normal,Male,FASHION ACCESSORIES,$99.82 ,2,$9.98 ,,4346700.00%,6:09:00 PM,Credit card,
573-10-3877,B,mandalay,Member,Male,HEALTH AND BEAUTY,$39.01 ,1,$1.95 ,,4353600.00%,4:46:00 PM,Credit card,
735-06-4124,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$48.61 ,1,$2.43 ,,4352100.00%,3:31:00 PM,Cash,
439-54-7422,A,yangon,Normal,Female,ELECTRONIC ACCESSORIES,$51.19 ,4,$10.24 ,,4354200.00%,5:15:00 PM,Credit card,
396-90-2219,B,mandalay,Normal,Female,ELECTRONIC ACCESSORIES,$14.96 ,8,$5.98 ,,4351900.00%,12:29:00 PM,Cash,
411-77-0180,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$72.20 ,7,$25.27 ,,4355000.00%,8:14:00 PM,Ewallet,
286-01-5402,A,yangon,Normal,Female,SPORTS AND TRAVEL,$40.23 ,7,$14.08 ,,4355400.00%,1:22:00 PM,Cash,
803-17-8013,A,yangon,Member,Female,HOME AND LIFESTYLE,$88.79 ,8,$35.52 ,,4351300.00%,5:09:00 PM,Cash,
512-98-1403,A,yangon,Member,Female,ELECTRONIC ACCESSORIES,$26.48 ,3,$3.97 ,,4354500.00%,10:40:00 AM,Ewallet,
848-42-2560,A,yangon,Normal,Female,FASHION ACCESSORIES,$81.91 ,2,$8.19 ,,4352900.00%,5:43:00 PM,Cash,
532-59-7201,B,mandalay,Member,Male,SPORTS AND TRAVEL,$79.93 ,6,$23.98 ,,4349600.00%,2:04:00 PM,Cash,
181-94-6432,C,naypyitaw,Member,Male,FASHION ACCESSORIES,$69.33 ,2,$6.93 ,,4350100.00%,7:05:00 PM,Ewallet,
870-76-1733,A,yangon,Member,Female,FOOD AND BEVERAGES,$14.23 ,5,$3.56 ,,4349700.00%,10:08:00 AM,Credit card,
423-64-4619,A,yangon,Member,Female,HEALTH AND BEAUTY,$15.55 ,9,$7.00 ,,4353100.00%,1:12:00 PM,Cash,
227-07-4446,C,naypyitaw,Member,Female,ELECTRONIC ACCESSORIES,$78.13 ,10,$39.07 ,,4350600.00%,8:51:00 PM,Cash,
174-36-3675,C,naypyitaw,Member,Male,FOOD AND BEVERAGES,$99.37 ,2,$9.94 ,,4351000.00%,5:29:00 PM,Cash,
428-83-5800,C,naypyitaw,Member,Female,FOOD AND BEVERAGES,$21.08 ,3,$3.16 ,,4350500.00%,10:25:00 AM,Cash,
603-07-0961,C,naypyitaw,Member,Male,ELECTRONIC ACCESSORIES,$74.79 ,5,$18.70 ,,4347500.00%,11:34:00 AM,Cash,
704-20-4138,C,naypyitaw,Member,Female,HEALTH AND BEAUTY,$29.67 ,7,$10.38 ,,4353500.00%,6:58:00 PM,Credit card,
787-15-1757,C,naypyitaw,Member,Male,HEALTH AND BEAUTY,$44.07 ,4,$8.81 ,,4351400.00%,4:28:00 PM,Ewallet,
649-11-3678,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$22.93 ,9,$10.32 ,,4352200.00%,8:26:00 PM,Cash,
622-20-1945,C,naypyitaw,Normal,Female,HEALTH AND BEAUTY,$39.42 ,1,$1.97 ,,4348300.00%,3:08:00 PM,Cash,
372-94-8041,A,yangon,Normal,Male,HEALTH AND BEAUTY,$15.26 ,6,$4.58 ,,4351100.00%,6:03:00 PM,Ewallet,
563-91-7120,A,yangon,Normal,Female,FASHION ACCESSORIES,$61.77 ,5,$15.44 ,,4353200.00%,1:21:00 PM,Cash,
746-54-5508,A,yangon,Normal,Male,HOME AND LIFESTYLE,$21.52 ,6,$6.46 ,,4348200.00%,12:48:00 PM,Credit card,
276-54-0879,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$97.74 ,4,$19.55 ,,4353600.00%,7:53:00 PM,Ewallet,
815-11-1168,A,yangon,Member,Male,FOOD AND BEVERAGES,$99.78 ,5,$24.95 ,,4353300.00%,7:09:00 PM,Cash,
719-76-3868,C,naypyitaw,Member,Male,FOOD AND BEVERAGES,$94.26 ,4,$18.85 ,,4353600.00%,4:30:00 PM,Cash,
730-61-8757,B,mandalay,Member,Male,HEALTH AND BEAUTY,$51.13 ,4,$10.23 ,,4349000.00%,10:11:00 AM,Credit card,
340-66-0321,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$36.36 ,4,$7.27 ,,4354900.00%,1:07:00 PM,Cash,
868-81-1752,B,mandalay,Normal,Male,HOME AND LIFESTYLE,$22.02 ,9,$9.91 ,,4350300.00%,6:48:00 PM,Cash,
634-97-8956,A,yangon,Normal,Male,FOOD AND BEVERAGES,$32.90 ,3,$4.94 ,,4351300.00%,5:27:00 PM,Credit card,
566-71-1091,A,yangon,Normal,Male,FASHION ACCESSORIES,$77.02 ,5,$19.26 ,,4349900.00%,3:59:00 PM,Cash,
442-48-3607,A,yangon,Member,Male,FOOD AND BEVERAGES,$23.48 ,2,$2.35 ,,4353800.00%,11:21:00 AM,Credit card,
835-16-0096,C,naypyitaw,Member,Male,SPORTS AND TRAVEL,$14.70 ,5,$3.68 ,,4354800.00%,1:48:00 PM,Ewallet,
527-09-6272,A,yangon,Member,Female,ELECTRONIC ACCESSORIES,$28.45 ,5,$7.11 ,,4354500.00%,10:17:00 AM,Credit card,
898-04-2717,A,yangon,Normal,Male,FASHION ACCESSORIES,$76.40 ,9,$34.38 ,,4354300.00%,3:49:00 PM,Ewallet,
692-27-8933,B,mandalay,Normal,Female,SPORTS AND TRAVEL,$57.95 ,6,$17.39 ,,4352000.00%,1:02:00 PM,Cash,
633-09-3463,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$47.65 ,3,$7.15 ,,4355200.00%,12:58:00 PM,Credit card,
374-17-3652,B,mandalay,Member,Female,FOOD AND BEVERAGES,$42.82 ,9,$19.27 ,,4350100.00%,3:26:00 PM,Credit card,
378-07-7001,B,mandalay,Member,Male,ELECTRONIC ACCESSORIES,$48.09 ,3,$7.21 ,,4350600.00%,6:23:00 PM,Credit card,
433-75-6987,B,mandalay,Member,Female,HEALTH AND BEAUTY,$55.97 ,7,$19.59 ,,4352900.00%,7:06:00 PM,Ewallet,
873-95-4984,B,mandalay,Member,Female,HEALTH AND BEAUTY,$76.90 ,7,$26.92 ,,4351100.00%,8:21:00 PM,Cash,
416-13-5917,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$97.03 ,5,$24.26 ,,4349500.00%,4:24:00 PM,Ewallet,
150-89-8043,A,yangon,Normal,Male,SPORTS AND TRAVEL,$44.65 ,3,$6.70 ,,4351000.00%,3:04:00 PM,Cash,
135-84-8019,A,yangon,Normal,Female,FASHION ACCESSORIES,$77.93 ,9,$35.07 ,,4352300.00%,4:10:00 PM,Ewallet,
441-94-7118,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$71.95 ,1,$3.60 ,,4350000.00%,12:14:00 PM,Cash,
725-96-3778,C,naypyitaw,Member,Female,HOME AND LIFESTYLE,$89.25 ,8,$35.70 ,,4348500.00%,10:13:00 AM,Cash,
531-80-1784,A,yangon,Normal,Male,ELECTRONIC ACCESSORIES,$26.02 ,7,$9.11 ,,4355200.00%,5:38:00 PM,Cash,
400-45-1220,B,mandalay,Normal,Female,HEALTH AND BEAUTY,$13.50 ,10,$6.75 ,,4352300.00%,11:06:00 AM,Credit card,
860-79-0874,C,naypyitaw,Member,Female,FASHION ACCESSORIES,$99.30 ,10,$49.65 ,,4351100.00%,2:53:00 PM,Credit card,
834-61-8124,A,yangon,Normal,Male,ELECTRONIC ACCESSORIES,$51.69 ,7,$18.09 ,,4349100.00%,6:22:00 PM,Cash,
115-99-4379,B,mandalay,Member,Female,FASHION ACCESSORIES,$54.73 ,7,$19.16 ,,4353800.00%,7:02:00 PM,Credit card,
565-67-6697,B,mandalay,Member,Male,HOME AND LIFESTYLE,$27.00 ,9,$12.15 ,,4352600.00%,2:16:00 PM,Cash,
320-49-6392,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$30.24 ,1,$1.51 ,,4352800.00%,3:44:00 PM,Cash,
889-04-9723,B,mandalay,Member,Female,FOOD AND BEVERAGES,$89.14 ,4,$17.83 ,,4347200.00%,12:20:00 PM,Credit card,
632-90-0281,C,naypyitaw,Normal,Female,FASHION ACCESSORIES,$37.55 ,10,$18.78 ,,4353200.00%,8:01:00 PM,Credit card,
554-42-2417,C,naypyitaw,Normal,Female,SPORTS AND TRAVEL,$95.44 ,10,$47.72 ,,4347400.00%,1:45:00 PM,Cash,
453-63-6187,B,mandalay,Normal,Male,ELECTRONIC ACCESSORIES,$27.50 ,3,$4.13 ,,4352500.00%,3:40:00 PM,Ewallet,
578-80-7669,B,mandalay,Normal,Male,SPORTS AND TRAVEL,$74.97 ,1,$3.75 ,,4354000.00%,4:58:00 PM,Cash,
612-36-5536,A,yangon,Member,Male,FOOD AND BEVERAGES,$80.96 ,8,$32.38 ,,4351300.00%,11:12:00 AM,Credit card,
605-72-4132,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$94.47 ,8,$37.79 ,,4352300.00%,3:12:00 PM,Cash,
471-41-2823,C,naypyitaw,Normal,Male,FOOD AND BEVERAGES,$99.79 ,2,$9.98 ,,4353100.00%,8:37:00 PM,Ewallet,
462-67-9126,A,yangon,Normal,Male,HOME AND LIFESTYLE,$73.22 ,6,$21.97 ,,4348600.00%,5:44:00 PM,Cash,
272-27-9238,C,naypyitaw,Normal,Female,FOOD AND BEVERAGES,$41.24 ,4,$8.25 ,,4351500.00%,4:23:00 PM,Cash,
834-25-9262,C,naypyitaw,Normal,Female,FASHION ACCESSORIES,$81.68 ,4,$16.34 ,,4347100.00%,12:12:00 PM,Cash,
122-61-9553,C,naypyitaw,Normal,Female,ELECTRONIC ACCESSORIES,$51.32 ,9,$23.09 ,,4353800.00%,7:33:00 PM,Cash,
468-88-0009,A,yangon,Member,Male,HOME AND LIFESTYLE,$65.94 ,4,$13.19 ,,4354800.00%,10:29:00 AM,Cash,
613-59-9758,C,naypyitaw,Normal,Female,SPORTS AND TRAVEL,$14.36 ,10,$7.18 ,,4349200.00%,2:28:00 PM,Cash,
254-31-0042,A,yangon,Member,Male,ELECTRONIC ACCESSORIES,$21.50 ,9,$9.68 ,,4353000.00%,12:46:00 PM,Credit card,
201-86-2184,B,mandalay,Member,Female,ELECTRONIC ACCESSORIES,$26.26 ,7,$9.19 ,,4349800.00%,7:40:00 PM,Cash,
261-12-8671,B,mandalay,Normal,Female,FASHION ACCESSORIES,$60.96 ,2,$6.10 ,,4349000.00%,7:39:00 PM,Credit card,
730-70-9830,C,naypyitaw,Normal,Female,HOME AND LIFESTYLE,$70.11 ,6,$21.03 ,,4353800.00%,5:54:00 PM,Ewallet,
